hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw
Maori,2011,maori,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.1,9,4.8
Maori,2011,maori,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.2,2,1.1
Maori,2011,maori,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.5,4.5,2.4
Maori,2011,maori,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1.7,0.9
Maori,2011,maori,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.2,2,1.1
Maori,2011,maori,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.8,6.5,3.5
Maori,2011,maori,6,Health,Health,group,6,Health,Health,2.6,21,11.1
Maori,2011,maori,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.7,5.7,3
Maori,2011,maori,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.6,13,6.9
Maori,2011,maori,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.3,2.3,1.2
Maori,2011,maori,7,Transport,Transport,group,7,Transport,Transport,12.7,104.1,55.1
Maori,2011,maori,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2,16.4,8.7
Maori,2011,maori,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.4,76.8,40.7
Maori,2011,maori,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.3,10.9,5.8
Maori,2011,maori,8,Communication,Communication,group,8,Communication,Communication,3.8,31.1,16.5
Maori,2011,maori,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,1,0.5
Maori,2011,maori,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,1,0.5
Maori,2011,maori,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.5,29.1,15.4
Maori,2011,maori,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7,57.9,30.6
Maori,2011,maori,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.2,10.2,5.4
Maori,2011,maori,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.4,0.2
Maori,2011,maori,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.1,17.2,9.1
Maori,2011,maori,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.2,18.4,9.7
Maori,2011,maori,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.8,6.4,3.4
Maori,2011,maori,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.8,1
Maori,2011,maori,10,Education,Education,group,10,Education,Education,1.2,9.5,5
Maori,2011,maori,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.4,3,1.6
Maori,2011,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,2.8,1.5
Maori,2011,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,3.6,1.9
Maori,2011,maori,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0.1,0
Maori,2011,maori,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,6.1,50.2,26.6
Maori,2011,maori,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2,16,8.5
Maori,2011,maori,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.2,1.7
Maori,2011,maori,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.7,21.8,11.5
Maori,2011,maori,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,4.6,2.4
Maori,2011,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.6,4.6,2.4
Maori,2011,maori,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6.7,54.9,29.1
Maori,2011,maori,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6.7,54.9,29.1
Maori,2011,maori,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,17.6,144.7,76.6
Maori,2011,maori,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,1.9,15.4,8.1
Maori,2011,maori,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.3,43.8,23.2
Maori,2011,maori,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.9,48.5,25.7
Superannuitant,2011,super,1,Food,Food,group,1,Food,Food,21,102.3,81
Superannuitant,2011,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,3.4,16.5,13.1
Superannuitant,2011,super,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.7,18.3,14.5
Superannuitant,2011,super,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,9.5,46.4,36.7
Superannuitant,2011,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,8.2,6.5
Superannuitant,2011,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.7,13,10.3
Superannuitant,2011,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.3,25.7,20.3
Superannuitant,2011,super,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.6,17.5,13.9
Superannuitant,2011,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,1.7,8.1,6.4
Superannuitant,2011,super,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,2.9,14.1,11.2
Superannuitant,2011,super,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.4,11.8,9.4
Superannuitant,2011,super,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,2.3,1.8
Superannuitant,2011,super,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,21.9,106.9,84.7
Superannuitant,2011,super,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,5.3,26.1,20.7
Superannuitant,2011,super,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2.6,12.5,9.9
Superannuitant,2011,super,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,6.7,32.5,25.7
Superannuitant,2011,super,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,7.4,35.9,28.4
Superannuitant,2011,super,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.9,23.8,18.8
Superannuitant,2011,super,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,4.9,3.9
Superannuitant,2011,super,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,1.9,1.5
Superannuitant,2011,super,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.4,6.6,5.2
Superannuitant,2011,super,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,1,0.8
Superannuitant,2011,super,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.7,3.6,2.9
Superannuitant,2011,super,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.2,5.8,4.6
Superannuitant,2011,super,6,Health,Health,group,6,Health,Health,6.2,30.4,24.1
Superannuitant,2011,super,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,6.8,5.4
Superannuitant,2011,super,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,4.5,21.8,17.3
Superannuitant,2011,super,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.4,1.8,1.5
Superannuitant,2011,super,7,Transport,Transport,group,7,Transport,Transport,12.1,59,46.7
Superannuitant,2011,super,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.4,7,5.5
Superannuitant,2011,super,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.5,41.5,32.9
Superannuitant,2011,super,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.2,10.5,8.3
Superannuitant,2011,super,8,Communication,Communication,group,8,Communication,Communication,4.9,24.1,19.1
Superannuitant,2011,super,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.3,1.4,1.1
Superannuitant,2011,super,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.5,0.4
Superannuitant,2011,super,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,4.6,22.2,17.6
Superannuitant,2011,super,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,9.7,47.4,37.5
Superannuitant,2011,super,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1.2,5.7,4.5
Superannuitant,2011,super,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.3,0.2
Superannuitant,2011,super,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.1,10.3,8.2
Superannuitant,2011,super,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.7,13.1,10.4
Superannuitant,2011,super,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.9,9.3,7.4
Superannuitant,2011,super,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.6,2.7,2.2
Superannuitant,2011,super,10,Education,Education,group,10,Education,Education,0,0.2,0.1
Superannuitant,2011,super,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0,0,0
Superannuitant,2011,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0,0,0
Superannuitant,2011,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0,0.1,0.1
Superannuitant,2011,super,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,0,0
Superannuitant,2011,super,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.3,45.3,35.9
Superannuitant,2011,super,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,10.9,8.6
Superannuitant,2011,super,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,1.2,1
Superannuitant,2011,super,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.6,27.4,21.7
Superannuitant,2011,super,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,1.7,1.4
Superannuitant,2011,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.8,4.1,3.3
Superannuitant,2011,super,13,Other expenditure,Interest,group,13,Other expenditure,Interest,1.8,8.6,6.8
Superannuitant,2011,super,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,1.8,8.6,6.8
Superannuitant,2011,super,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,5.3,26.1,20.7
Superannuitant,2011,super,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,6.1,29.7,23.5
Superannuitant,2011,super,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,6.5,31.8,25.2
Superannuitant,2011,super,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.6,22.7,18
All households,2014,allhh,1,Food,Food,group,1,Food,Food,18.6,175.5,105.6
All households,2014,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.6,24.2,14.6
All households,2014,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,29.2,17.5
All households,2014,allhh,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.3,69.5,41.8
All households,2014,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,17.6,10.6
All households,2014,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,3.7,35,21.1
All households,2014,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.4,60.4,36.3
All households,2014,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4,38,22.9
All households,2014,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.4,22.3,13.4
All households,2014,allhh,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3,28.3,17
All households,2014,allhh,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.5,23.3,14
All households,2014,allhh,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.5,5,3
All households,2014,allhh,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,23,217.8,131
All households,2014,allhh,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,11.2,105.7,63.6
All households,2014,allhh,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2.2,21,12.7
All households,2014,allhh,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4,37.7,22.7
All households,2014,allhh,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,5.6,53.4,32.1
All households,2014,allhh,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4,37.9,22.8
All households,2014,allhh,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.2,11,6.6
All households,2014,allhh,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.3,3.2,1.9
All households,2014,allhh,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,7.9,4.7
All households,2014,allhh,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,2.5,1.5
All households,2014,allhh,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,5,3
All households,2014,allhh,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.9,8.3,5
All households,2014,allhh,6,Health,Health,group,6,Health,Health,3.4,31.7,19.1
All households,2014,allhh,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1,9.8,5.9
All households,2014,allhh,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.1,20.2,12.1
All households,2014,allhh,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,1.7,1
All households,2014,allhh,7,Transport,Transport,group,7,Transport,Transport,13.2,124.6,75
All households,2014,allhh,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,2.4,22.8,13.7
All households,2014,allhh,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.6,81.5,49
All households,2014,allhh,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.1,20.3,12.2
All households,2014,allhh,8,Communication,Communication,group,8,Communication,Communication,4,37.5,22.6
All households,2014,allhh,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.2,1.5,0.9
All households,2014,allhh,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,2.2,1.3
All households,2014,allhh,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,3.6,33.8,20.3
All households,2014,allhh,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.1,77.1,46.4
All households,2014,allhh,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,1,9.7,5.8
All households,2014,allhh,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,1.7,1
All households,2014,allhh,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2,18.5,11.1
All households,2014,allhh,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.6,24.8,14.9
All households,2014,allhh,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1.1,10.5,6.3
All households,2014,allhh,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.4,3.8,2.3
All households,2014,allhh,10,Education,Education,group,10,Education,Education,1.3,12.1,7.3
All households,2014,allhh,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,3.2,1.9
All households,2014,allhh,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.4,3.6,2.2
All households,2014,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.5,4.7,2.8
All households,2014,allhh,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.5,0.3
All households,2014,allhh,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,9.3,88.1,53
All households,2014,allhh,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,20.5,12.3
All households,2014,allhh,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,3.2,1.9
All households,2014,allhh,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,5.6,52.6,31.6
All households,2014,allhh,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,3.8,2.3
All households,2014,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.8,8,4.8
All households,2014,allhh,13,Other expenditure,Interest,group,13,Other expenditure,Interest,5.8,55,33.1
All households,2014,allhh,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,5.8,55,33.1
All households,2014,allhh,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,11.2,105.7,63.6
All households,2014,allhh,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.4,32,19.3
All households,2014,allhh,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.1,48.1,28.9
All households,2014,allhh,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5,47.4,28.5
Beneficiary,2014,benef,1,Food,Food,group,1,Food,Food,18,94.2,61.6
Beneficiary,2014,benef,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.5,13.3,8.7
Beneficiary,2014,benef,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,16.2,10.6
Beneficiary,2014,benef,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.4,44,28.8
Beneficiary,2014,benef,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,9.8,6.4
Beneficiary,2014,benef,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.1,10.9,7.1
Beneficiary,2014,benef,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.3,33.3,21.8
Beneficiary,2014,benef,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.4,12.4,8.1
Beneficiary,2014,benef,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4,20.8,13.6
Beneficiary,2014,benef,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,1.3,6.7,4.4
Beneficiary,2014,benef,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,1.2,6.1,4
Beneficiary,2014,benef,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.1,0.5,0.3
Beneficiary,2014,benef,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,42.2,221.5,144.9
Beneficiary,2014,benef,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,31.8,166.7,109.1
Beneficiary,2014,benef,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,0.6,3.1,2
Beneficiary,2014,benef,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,2.4,12.5,8.2
Beneficiary,2014,benef,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,7.5,39.2,25.7
Beneficiary,2014,benef,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,2.1,10.8,7.1
Beneficiary,2014,benef,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,0.4,2.3,1.5
Beneficiary,2014,benef,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.1,0.6,0.4
Beneficiary,2014,benef,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.5,2.4,1.6
Beneficiary,2014,benef,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.1,0.5,0.3
Beneficiary,2014,benef,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.3,1.8,1.2
Beneficiary,2014,benef,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,0.6,3.3,2.1
Beneficiary,2014,benef,6,Health,Health,group,6,Health,Health,2.3,11.9,7.8
Beneficiary,2014,benef,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.7,3.6,2.3
Beneficiary,2014,benef,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,1.6,8.2,5.3
Beneficiary,2014,benef,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0,0.2,0.1
Beneficiary,2014,benef,7,Transport,Transport,group,7,Transport,Transport,9.4,49.4,32.3
Beneficiary,2014,benef,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,1.1,5.8,3.8
Beneficiary,2014,benef,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,7.4,38.6,25.3
Beneficiary,2014,benef,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1,5,3.3
Beneficiary,2014,benef,8,Communication,Communication,group,8,Communication,Communication,3.1,16.5,10.8
Beneficiary,2014,benef,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,0.6,0.4
Beneficiary,2014,benef,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.1,0.7,0.5
Beneficiary,2014,benef,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.9,15.2,10
Beneficiary,2014,benef,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,4.6,24,15.7
Beneficiary,2014,benef,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.5,2.7,1.7
Beneficiary,2014,benef,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0,0,0
Beneficiary,2014,benef,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,1.3,7.1,4.6
Beneficiary,2014,benef,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,1.8,9.3,6.1
Beneficiary,2014,benef,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.7,3.7,2.4
Beneficiary,2014,benef,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.1,0.5,0.3
Beneficiary,2014,benef,10,Education,Education,group,10,Education,Education,1.2,6.3,4.1
Beneficiary,2014,benef,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.1,0.6,0.4
Beneficiary,2014,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.2,1.3,0.8
Beneficiary,2014,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.8,4.1,2.7
Beneficiary,2014,benef,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,0.3,0.2
Beneficiary,2014,benef,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,5.9,31.2,20.4
Beneficiary,2014,benef,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.8,9.4,6.1
Beneficiary,2014,benef,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.1,0.4,0.3
Beneficiary,2014,benef,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.6,13.8,9
Beneficiary,2014,benef,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,2.5,1.7
Beneficiary,2014,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,1,5,3.3
Beneficiary,2014,benef,13,Other expenditure,Interest,group,13,Other expenditure,Interest,3.6,18.7,12.3
Beneficiary,2014,benef,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,3.6,18.7,12.3
Beneficiary,2014,benef,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,31.8,166.7,109.1
Beneficiary,2014,benef,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,1.8,9.5,6.2
Beneficiary,2014,benef,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,6.9,36.2,23.7
Beneficiary,2014,benef,07.2.02,Petrol,Petrol,class,7,Transport,Transport,4.7,24.9,16.3
Income quintile 1 (low),2014,disq1,1,Food,Food,group,1,Food,Food,19.2,94.9,64.6
Income quintile 1 (low),2014,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.8,14.1,9.6
Income quintile 1 (low),2014,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.7,18.1,12.3
Income quintile 1 (low),2014,disq1,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,8.9,43.8,29.8
Income quintile 1 (low),2014,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.7,8.5,5.8
Income quintile 1 (low),2014,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,2.1,10.4,7.1
Income quintile 1 (low),2014,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,5.3,26.3,17.9
Income quintile 1 (low),2014,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.8,13.7,9.3
Income quintile 1 (low),2014,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2.6,12.6,8.6
