species,year,variable,units,magnitude,source,data_value,flag
Lookdown Dory,2006,Asset value,Dollars,Millions,Environmental Accounts,1.3,
Lookdown Dory,2006,Catch,Tonnes,Actual,Environmental Accounts,470.6,
Lookdown Dory,2006,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2007,Asset value,Dollars,Millions,Environmental Accounts,1.2,
Lookdown Dory,2007,Catch,Tonnes,Actual,Environmental Accounts,430.9,
Lookdown Dory,2007,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2008,Asset value,Dollars,Millions,Environmental Accounts,1.4,
Lookdown Dory,2008,Catch,Tonnes,Actual,Environmental Accounts,430.3,
Lookdown Dory,2008,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2009,Asset value,Dollars,Millions,Environmental Accounts,1,
Lookdown Dory,2009,Catch,Tonnes,Actual,Environmental Accounts,459.6,
Lookdown Dory,2009,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2010,Asset value,Dollars,Millions,Environmental Accounts,1,
Lookdown Dory,2010,Catch,Tonnes,Actual,Environmental Accounts,434.4,
Lookdown Dory,2010,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2011,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Lookdown Dory,2011,Catch,Tonnes,Actual,Environmental Accounts,380.4,
Lookdown Dory,2011,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2012,Asset value,Dollars,Millions,Environmental Accounts,1.4,
Lookdown Dory,2012,Catch,Tonnes,Actual,Environmental Accounts,381.9,
Lookdown Dory,2012,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2013,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Lookdown Dory,2013,Catch,Tonnes,Actual,Environmental Accounts,493.5,
Lookdown Dory,2013,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2014,Asset value,Dollars,Millions,Environmental Accounts,1.8,
Lookdown Dory,2014,Catch,Tonnes,Actual,Environmental Accounts,460.3,
Lookdown Dory,2014,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2015,Asset value,Dollars,Millions,Environmental Accounts,1.7,
Lookdown Dory,2015,Catch,Tonnes,Actual,Environmental Accounts,563.9,
Lookdown Dory,2015,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2016,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Lookdown Dory,2016,Catch,Tonnes,Actual,Environmental Accounts,507.2,
Lookdown Dory,2016,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2017,Asset value,Dollars,Millions,Environmental Accounts,1.7,
Lookdown Dory,2017,Catch,Tonnes,Actual,Environmental Accounts,499.5,
Lookdown Dory,2017,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2018,Asset value,Dollars,Millions,Environmental Accounts,2.1,R
Lookdown Dory,2018,Catch,Tonnes,Actual,Environmental Accounts,564.4,R
Lookdown Dory,2018,TACC,Tonnes,Actual,Environmental Accounts,783,
Lookdown Dory,2019,Asset value,Dollars,Millions,Environmental Accounts,2.6,P
Lookdown Dory,2019,Catch,Tonnes,Actual,Environmental Accounts,420.4,P
Lookdown Dory,2019,TACC,Tonnes,Actual,Environmental Accounts,783,P
Mako Shark,2005,Asset value,Dollars,Millions,Environmental Accounts,0.9,
Mako Shark,2005,Catch,Tonnes,Actual,Environmental Accounts,109.7,
Mako Shark,2005,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2006,Asset value,Dollars,Millions,Environmental Accounts,0.8,
Mako Shark,2006,Catch,Tonnes,Actual,Environmental Accounts,82.1,
Mako Shark,2006,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2007,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Mako Shark,2007,Catch,Tonnes,Actual,Environmental Accounts,74.6,
Mako Shark,2007,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2008,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Mako Shark,2008,Catch,Tonnes,Actual,Environmental Accounts,73.7,
Mako Shark,2008,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2009,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Mako Shark,2009,Catch,Tonnes,Actual,Environmental Accounts,77.8,
Mako Shark,2009,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2010,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Mako Shark,2010,Catch,Tonnes,Actual,Environmental Accounts,67.1,
Mako Shark,2010,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2011,Asset value,Dollars,Millions,Environmental Accounts,0.7,
Mako Shark,2011,Catch,Tonnes,Actual,Environmental Accounts,91,
Mako Shark,2011,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2012,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Mako Shark,2012,Catch,Tonnes,Actual,Environmental Accounts,101.8,
Mako Shark,2012,TACC,Tonnes,Actual,Environmental Accounts,406,
Mako Shark,2013,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Mako Shark,2013,Catch,Tonnes,Actual,Environmental Accounts,80.5,
Mako Shark,2013,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2014,Asset value,Dollars,Millions,Environmental Accounts,0,
Mako Shark,2014,Catch,Tonnes,Actual,Environmental Accounts,44.1,
Mako Shark,2014,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2015,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Mako Shark,2015,Catch,Tonnes,Actual,Environmental Accounts,49.6,
Mako Shark,2015,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2016,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Mako Shark,2016,Catch,Tonnes,Actual,Environmental Accounts,70.8,
Mako Shark,2016,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2017,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Mako Shark,2017,Catch,Tonnes,Actual,Environmental Accounts,37.7,
Mako Shark,2017,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2018,Asset value,Dollars,Millions,Environmental Accounts,0.3,
Mako Shark,2018,Catch,Tonnes,Actual,Environmental Accounts,33.1,R
Mako Shark,2018,TACC,Tonnes,Actual,Environmental Accounts,200,
Mako Shark,2019,Asset value,Dollars,Millions,Environmental Accounts,0.2,P
Mako Shark,2019,Catch,Tonnes,Actual,Environmental Accounts,26.2,P
Mako Shark,2019,TACC,Tonnes,Actual,Environmental Accounts,200,P
Moonfish,2005,Asset value,Dollars,Millions,Environmental Accounts,2.6,
Moonfish,2005,Catch,Tonnes,Actual,Environmental Accounts,111.7,
Moonfish,2005,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2006,Asset value,Dollars,Millions,Environmental Accounts,1,
Moonfish,2006,Catch,Tonnes,Actual,Environmental Accounts,79.5,
Moonfish,2006,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2007,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Moonfish,2007,Catch,Tonnes,Actual,Environmental Accounts,82.4,
Moonfish,2007,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2008,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Moonfish,2008,Catch,Tonnes,Actual,Environmental Accounts,42.6,
Moonfish,2008,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2009,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Moonfish,2009,Catch,Tonnes,Actual,Environmental Accounts,79.1,
Moonfish,2009,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2010,Asset value,Dollars,Millions,Environmental Accounts,0.7,
Moonfish,2010,Catch,Tonnes,Actual,Environmental Accounts,100.3,
Moonfish,2010,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2011,Asset value,Dollars,Millions,Environmental Accounts,0.5,
Moonfish,2011,Catch,Tonnes,Actual,Environmental Accounts,118.5,
Moonfish,2011,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2012,Asset value,Dollars,Millions,Environmental Accounts,0.9,
Moonfish,2012,Catch,Tonnes,Actual,Environmental Accounts,82.3,
Moonfish,2012,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2013,Asset value,Dollars,Millions,Environmental Accounts,0.1,
Moonfish,2013,Catch,Tonnes,Actual,Environmental Accounts,83.7,
Moonfish,2013,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2014,Asset value,Dollars,Millions,Environmental Accounts,0,
Moonfish,2014,Catch,Tonnes,Actual,Environmental Accounts,56.4,
Moonfish,2014,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2015,Asset value,Dollars,Millions,Environmental Accounts,0.9,
Moonfish,2015,Catch,Tonnes,Actual,Environmental Accounts,32.3,
Moonfish,2015,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2016,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Moonfish,2016,Catch,Tonnes,Actual,Environmental Accounts,61.1,
Moonfish,2016,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2017,Asset value,Dollars,Millions,Environmental Accounts,1.7,
Moonfish,2017,Catch,Tonnes,Actual,Environmental Accounts,56.6,
Moonfish,2017,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2018,Asset value,Dollars,Millions,Environmental Accounts,3.7,R
Moonfish,2018,Catch,Tonnes,Actual,Environmental Accounts,67.2,
Moonfish,2018,TACC,Tonnes,Actual,Environmental Accounts,527,
Moonfish,2019,Asset value,Dollars,Millions,Environmental Accounts,0.4,P
Moonfish,2019,Catch,Tonnes,Actual,Environmental Accounts,45.4,P
Moonfish,2019,TACC,Tonnes,Actual,Environmental Accounts,527,P
Orange Roughy,1996,Asset value,Dollars,Millions,Environmental Accounts,233.4,
Orange Roughy,1996,TACC,Tonnes,Actual,Environmental Accounts,21330,
Orange Roughy,1997,Asset value,Dollars,Millions,Environmental Accounts,261.5,
Orange Roughy,1997,TACC,Tonnes,Actual,Environmental Accounts,21330,
Orange Roughy,1998,Asset value,Dollars,Millions,Environmental Accounts,194,
Orange Roughy,1998,TACC,Tonnes,Actual,Environmental Accounts,21330.2,
Orange Roughy,1999,Asset value,Dollars,Millions,Environmental Accounts,208.2,
Orange Roughy,1999,TACC,Tonnes,Actual,Environmental Accounts,20354.8,
Orange Roughy,2000,Asset value,Dollars,Millions,Environmental Accounts,196.9,
Orange Roughy,2000,TACC,Tonnes,Actual,Environmental Accounts,20354.8,
Orange Roughy,2001,Asset value,Dollars,Millions,Environmental Accounts,157.1,
Orange Roughy,2001,TACC,Tonnes,Actual,Environmental Accounts,15641,
Orange Roughy,2002,Asset value,Dollars,Millions,Environmental Accounts,269.1,
Orange Roughy,2002,Catch,Tonnes,Actual,Environmental Accounts,14379.5,
Orange Roughy,2002,TACC,Tonnes,Actual,Environmental Accounts,15921,
Orange Roughy,2003,Asset value,Dollars,Millions,Environmental Accounts,273.3,
Orange Roughy,2003,Catch,Tonnes,Actual,Environmental Accounts,14670.4,
Orange Roughy,2003,TACC,Tonnes,Actual,Environmental Accounts,15221,
Orange Roughy,2004,Asset value,Dollars,Millions,Environmental Accounts,413.7,
Orange Roughy,2004,Catch,Tonnes,Actual,Environmental Accounts,13414.1,
Orange Roughy,2004,TACC,Tonnes,Actual,Environmental Accounts,15221,
Orange Roughy,2005,Asset value,Dollars,Millions,Environmental Accounts,383.7,
Orange Roughy,2005,Catch,Tonnes,Actual,Environmental Accounts,15368,
Orange Roughy,2005,TACC,Tonnes,Actual,Environmental Accounts,15921,
Orange Roughy,2006,Asset value,Dollars,Millions,Environmental Accounts,313.6,
Orange Roughy,2006,Catch,Tonnes,Actual,Environmental Accounts,15502.2,
Orange Roughy,2006,TACC,Tonnes,Actual,Environmental Accounts,15921,
Orange Roughy,2007,Asset value,Dollars,Millions,Environmental Accounts,259.9,
Orange Roughy,2007,Catch,Tonnes,Actual,Environmental Accounts,14167.1,
Orange Roughy,2007,TACC,Tonnes,Actual,Environmental Accounts,14721,
Orange Roughy,2008,Asset value,Dollars,Millions,Environmental Accounts,316.8,
Orange Roughy,2008,Catch,Tonnes,Actual,Environmental Accounts,13110.4,
Orange Roughy,2008,TACC,Tonnes,Actual,Environmental Accounts,13612,
Orange Roughy,2009,Asset value,Dollars,Millions,Environmental Accounts,295,
Orange Roughy,2009,Catch,Tonnes,Actual,Environmental Accounts,11365.9,
Orange Roughy,2009,TACC,Tonnes,Actual,Environmental Accounts,12532,
Orange Roughy,2010,Asset value,Dollars,Millions,Environmental Accounts,210.5,
Orange Roughy,2010,Catch,Tonnes,Actual,Environmental Accounts,9206.5,
Orange Roughy,2010,TACC,Tonnes,Actual,Environmental Accounts,11062,
Orange Roughy,2011,Asset value,Dollars,Millions,Environmental Accounts,173.6,
Orange Roughy,2011,Catch,Tonnes,Actual,Environmental Accounts,6423.5,
Orange Roughy,2011,TACC,Tonnes,Actual,Environmental Accounts,8221,
Orange Roughy,2012,Asset value,Dollars,Millions,Environmental Accounts,154.5,
Orange Roughy,2012,Catch,Tonnes,Actual,Environmental Accounts,5837.9,
Orange Roughy,2012,TACC,Tonnes,Actual,Environmental Accounts,6941,
Orange Roughy,2013,Asset value,Dollars,Millions,Environmental Accounts,146.4,
Orange Roughy,2013,Catch,Tonnes,Actual,Environmental Accounts,5323.8,
Orange Roughy,2013,TACC,Tonnes,Actual,Environmental Accounts,6941,
Orange Roughy,2014,Asset value,Dollars,Millions,Environmental Accounts,174.7,
Orange Roughy,2014,Catch,Tonnes,Actual,Environmental Accounts,7215.3,
Orange Roughy,2014,TACC,Tonnes,Actual,Environmental Accounts,7841,
Orange Roughy,2015,Asset value,Dollars,Millions,Environmental Accounts,271.8,
Orange Roughy,2015,Catch,Tonnes,Actual,Environmental Accounts,8216.4,
Orange Roughy,2015,TACC,Tonnes,Actual,Environmental Accounts,8736,
Orange Roughy,2016,Asset value,Dollars,Millions,Environmental Accounts,362.5,
Orange Roughy,2016,Catch,Tonnes,Actual,Environmental Accounts,7811.1,
Orange Roughy,2016,TACC,Tonnes,Actual,Environmental Accounts,8736,
Orange Roughy,2017,Asset value,Dollars,Millions,Environmental Accounts,334.1,
Orange Roughy,2017,Catch,Tonnes,Actual,Environmental Accounts,7619.2,
Orange Roughy,2017,TACC,Tonnes,Actual,Environmental Accounts,8736,
Orange Roughy,2018,Asset value,Dollars,Millions,Environmental Accounts,309.7,R
Orange Roughy,2018,Catch,Tonnes,Actual,Environmental Accounts,8073.4,
Orange Roughy,2018,TACC,Tonnes,Actual,Environmental Accounts,8933,
Orange Roughy,2019,Asset value,Dollars,Millions,Environmental Accounts,547.5,P
Orange Roughy,2019,Catch,Tonnes,Actual,Environmental Accounts,8018.8,P
Orange Roughy,2019,TACC,Tonnes,Actual,Environmental Accounts,9827,P
Oreos,1996,Asset value,Dollars,Millions,Environmental Accounts,80,
Oreos,1996,TACC,Tonnes,Actual,Environmental Accounts,26159.9,
Oreos,1997,Asset value,Dollars,Millions,Environmental Accounts,85.8,
Oreos,1997,TACC,Tonnes,Actual,Environmental Accounts,25653.9,
Oreos,1998,Asset value,Dollars,Millions,Environmental Accounts,58.9,
Oreos,1998,TACC,Tonnes,Actual,Environmental Accounts,25653.9,
Oreos,1999,Asset value,Dollars,Millions,Environmental Accounts,70.9,
Oreos,1999,TACC,Tonnes,Actual,Environmental Accounts,24643,
Oreos,2000,Asset value,Dollars,Millions,Environmental Accounts,65.3,
Oreos,2000,TACC,Tonnes,Actual,Environmental Accounts,23943,
Oreos,2001,Asset value,Dollars,Millions,Environmental Accounts,64.2,
Oreos,2001,TACC,Tonnes,Actual,Environmental Accounts,22443,
Oreos,2002,Asset value,Dollars,Millions,Environmental Accounts,67.7,
Oreos,2002,Catch,Tonnes,Actual,Environmental Accounts,18720.9,
Oreos,2002,TACC,Tonnes,Actual,Environmental Accounts,20143,
Oreos,2003,Asset value,Dollars,Millions,Environmental Accounts,68.7,
Oreos,2003,Catch,Tonnes,Actual,Environmental Accounts,17621.3,
Oreos,2003,TACC,Tonnes,Actual,Environmental Accounts,19343,
Oreos,2004,Asset value,Dollars,Millions,Environmental Accounts,86.1,
Oreos,2004,Catch,Tonnes,Actual,Environmental Accounts,17104.5,
Oreos,2004,TACC,Tonnes,Actual,Environmental Accounts,21143,
Oreos,2005,Asset value,Dollars,Millions,Environmental Accounts,86.4,
Oreos,2005,Catch,Tonnes,Actual,Environmental Accounts,17220.2,
Oreos,2005,TACC,Tonnes,Actual,Environmental Accounts,21143,
Oreos,2006,Asset value,Dollars,Millions,Environmental Accounts,83,
Oreos,2006,Catch,Tonnes,Actual,Environmental Accounts,17475,
Oreos,2006,TACC,Tonnes,Actual,Environmental Accounts,21143,
Oreos,2007,Asset value,Dollars,Millions,Environmental Accounts,87.8,
Oreos,2007,Catch,Tonnes,Actual,Environmental Accounts,17111.8,
Oreos,2007,TACC,Tonnes,Actual,Environmental Accounts,21143,
Oreos,2008,Asset value,Dollars,Millions,Environmental Accounts,85.9,
Oreos,2008,Catch,Tonnes,Actual,Environmental Accounts,16978.6,
Oreos,2008,TACC,Tonnes,Actual,Environmental Accounts,18610,
Oreos,2009,Asset value,Dollars,Millions,Environmental Accounts,77.8,
Oreos,2009,Catch,Tonnes,Actual,Environmental Accounts,15877.6,
Oreos,2009,TACC,Tonnes,Actual,Environmental Accounts,18610,
Oreos,2010,Asset value,Dollars,Millions,Environmental Accounts,76.5,
Oreos,2010,Catch,Tonnes,Actual,Environmental Accounts,16792,
Oreos,2010,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2011,Asset value,Dollars,Millions,Environmental Accounts,78.1,
Oreos,2011,Catch,Tonnes,Actual,Environmental Accounts,14421.7,
Oreos,2011,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2012,Asset value,Dollars,Millions,Environmental Accounts,78.8,
Oreos,2012,Catch,Tonnes,Actual,Environmental Accounts,13087.6,
Oreos,2012,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2013,Asset value,Dollars,Millions,Environmental Accounts,88.1,
Oreos,2013,Catch,Tonnes,Actual,Environmental Accounts,10977.9,
Oreos,2013,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2014,Asset value,Dollars,Millions,Environmental Accounts,115.9,
Oreos,2014,Catch,Tonnes,Actual,Environmental Accounts,11250.7,
Oreos,2014,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2015,Asset value,Dollars,Millions,Environmental Accounts,107.4,
Oreos,2015,Catch,Tonnes,Actual,Environmental Accounts,11058.8,
Oreos,2015,TACC,Tonnes,Actual,Environmental Accounts,18860,
Oreos,2016,Asset value,Dollars,Millions,Environmental Accounts,70.2,
Oreos,2016,Catch,Tonnes,Actual,Environmental Accounts,8111.1,
Oreos,2016,TACC,Tonnes,Actual,Environmental Accounts,14860,
Oreos,2017,Asset value,Dollars,Millions,Environmental Accounts,69.7,
Oreos,2017,Catch,Tonnes,Actual,Environmental Accounts,8019.6,
Oreos,2017,TACC,Tonnes,Actual,Environmental Accounts,14860,
Oreos,2018,Asset value,Dollars,Millions,Environmental Accounts,88.3,R
Oreos,2018,Catch,Tonnes,Actual,Environmental Accounts,8783.2,
Oreos,2018,TACC,Tonnes,Actual,Environmental Accounts,14860,
Oreos,2019,Asset value,Dollars,Millions,Environmental Accounts,106.7,P
Oreos,2019,Catch,Tonnes,Actual,Environmental Accounts,8949.5,P
Oreos,2019,TACC,Tonnes,Actual,Environmental Accounts,15460,P
Oysters Dredge,1997,Asset value,Dollars,Millions,Environmental Accounts,3.8,
Oysters Dredge,1997,TACC,Tonnes,Actual,Environmental Accounts,505,
Oysters Dredge,1998,Asset value,Dollars,Millions,Environmental Accounts,23.8,
Oysters Dredge,1998,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,1999,Asset value,Dollars,Millions,Environmental Accounts,24,
Oysters Dredge,1999,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2000,Asset value,Dollars,Millions,Environmental Accounts,24.5,
Oysters Dredge,2000,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2001,Asset value,Dollars,Millions,Environmental Accounts,20.4,
Oysters Dredge,2001,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2002,Asset value,Dollars,Millions,Environmental Accounts,31.3,
Oysters Dredge,2002,Catch,Tonnes,Actual,Environmental Accounts,1475.8,
Oysters Dredge,2002,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2003,Asset value,Dollars,Millions,Environmental Accounts,20.2,
Oysters Dredge,2003,Catch,Tonnes,Actual,Environmental Accounts,944.3,
Oysters Dredge,2003,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2004,Asset value,Dollars,Millions,Environmental Accounts,37.7,
Oysters Dredge,2004,Catch,Tonnes,Actual,Environmental Accounts,860.5,
Oysters Dredge,2004,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2005,Asset value,Dollars,Millions,Environmental Accounts,36.7,
Oysters Dredge,2005,Catch,Tonnes,Actual,Environmental Accounts,909.9,
Oysters Dredge,2005,TACC,Tonnes,Actual,Environmental Accounts,2030.5,
Oysters Dredge,2006,Asset value,Dollars,Millions,Environmental Accounts,26.8,
Oysters Dredge,2006,Catch,Tonnes,Actual,Environmental Accounts,933.8,
Oysters Dredge,2006,TACC,Tonnes,Actual,Environmental Accounts,2058.5,
Oysters Dredge,2007,Asset value,Dollars,Millions,Environmental Accounts,23.6,
Oysters Dredge,2007,Catch,Tonnes,Actual,Environmental Accounts,883.7,
Oysters Dredge,2007,TACC,Tonnes,Actual,Environmental Accounts,2058.5,
Oysters Dredge,2008,Asset value,Dollars,Millions,Environmental Accounts,46.6,
Oysters Dredge,2008,Catch,Tonnes,Actual,Environmental Accounts,826.3,
Oysters Dredge,2008,TACC,Tonnes,Actual,Environmental Accounts,2099.5,
Oysters Dredge,2009,Asset value,Dollars,Millions,Environmental Accounts,38.2,
Oysters Dredge,2009,Catch,Tonnes,Actual,Environmental Accounts,881.8,
Oysters Dredge,2009,TACC,Tonnes,Actual,Environmental Accounts,2099.5,
Oysters Dredge,2010,Asset value,Dollars,Millions,Environmental Accounts,39.4,
Oysters Dredge,2010,Catch,Tonnes,Actual,Environmental Accounts,1035.8,
Oysters Dredge,2010,TACC,Tonnes,Actual,Environmental Accounts,2119.5,
Oysters Dredge,2011,Asset value,Dollars,Millions,Environmental Accounts,40.6,
Oysters Dredge,2011,Catch,Tonnes,Actual,Environmental Accounts,1122,
Oysters Dredge,2011,TACC,Tonnes,Actual,Environmental Accounts,2119.5,
Oysters Dredge,2012,Asset value,Dollars,Millions,Environmental Accounts,40.1,
Oysters Dredge,2012,Catch,Tonnes,Actual,Environmental Accounts,1253.4,
Oysters Dredge,2012,TACC,Tonnes,Actual,Environmental Accounts,2119.5,
Oysters Dredge,2013,Asset value,Dollars,Millions,Environmental Accounts,40.7,
Oysters Dredge,2013,Catch,Tonnes,Actual,Environmental Accounts,1358.7,
Oysters Dredge,2013,TACC,Tonnes,Actual,Environmental Accounts,2119.5,
Oysters Dredge,2014,Asset value,Dollars,Millions,Environmental Accounts,45.1,
Oysters Dredge,2014,Catch,Tonnes,Actual,Environmental Accounts,1357.6,
Oysters Dredge,2014,TACC,Tonnes,Actual,Environmental Accounts,2148,
Oysters Dredge,2015,Asset value,Dollars,Millions,Environmental Accounts,51.6,
Oysters Dredge,2015,Catch,Tonnes,Actual,Environmental Accounts,1023.6,
Oysters Dredge,2015,TACC,Tonnes,Actual,Environmental Accounts,2148,
Oysters Dredge,2016,Asset value,Dollars,Millions,Environmental Accounts,59.4,
Oysters Dredge,2016,Catch,Tonnes,Actual,Environmental Accounts,1026.1,
Oysters Dredge,2016,TACC,Tonnes,Actual,Environmental Accounts,2148,
Oysters Dredge,2017,Asset value,Dollars,Millions,Environmental Accounts,70.9,
Oysters Dredge,2017,Catch,Tonnes,Actual,Environmental Accounts,1019.5,
Oysters Dredge,2017,TACC,Tonnes,Actual,Environmental Accounts,2148,
Oysters Dredge,2018,Asset value,Dollars,Millions,Environmental Accounts,83.3,R
Oysters Dredge,2018,Catch,Tonnes,Actual,Environmental Accounts,1010.7,
Oysters Dredge,2018,TACC,Tonnes,Actual,Environmental Accounts,2148,
Oysters Dredge,2019,Asset value,Dollars,Millions,Environmental Accounts,9.7,P
Oysters Dredge,2019,Catch,Tonnes,Actual,Environmental Accounts,968.7,P
Oysters Dredge,2019,TACC,Tonnes,Actual,Environmental Accounts,2148,P
Pacific Bluefin Tuna,2005,Asset value,Dollars,Millions,Environmental Accounts,16,
Pacific Bluefin Tuna,2005,Catch,Tonnes,Actual,Environmental Accounts,22,
Pacific Bluefin Tuna,2005,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2006,Asset value,Dollars,Millions,Environmental Accounts,1.1,
Pacific Bluefin Tuna,2006,Catch,Tonnes,Actual,Environmental Accounts,21.1,
Pacific Bluefin Tuna,2006,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2007,Asset value,Dollars,Millions,Environmental Accounts,2.2,
Pacific Bluefin Tuna,2007,Catch,Tonnes,Actual,Environmental Accounts,14.3,
Pacific Bluefin Tuna,2007,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2008,Asset value,Dollars,Millions,Environmental Accounts,6.7,
Pacific Bluefin Tuna,2008,Catch,Tonnes,Actual,Environmental Accounts,13.1,
Pacific Bluefin Tuna,2008,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2009,Asset value,Dollars,Millions,Environmental Accounts,0.2,
Pacific Bluefin Tuna,2009,Catch,Tonnes,Actual,Environmental Accounts,15.7,
Pacific Bluefin Tuna,2009,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2010,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Pacific Bluefin Tuna,2010,Catch,Tonnes,Actual,Environmental Accounts,13.6,
Pacific Bluefin Tuna,2010,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2011,Asset value,Dollars,Millions,Environmental Accounts,0.6,
Pacific Bluefin Tuna,2011,Catch,Tonnes,Actual,Environmental Accounts,27.4,
Pacific Bluefin Tuna,2011,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2012,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Pacific Bluefin Tuna,2012,Catch,Tonnes,Actual,Environmental Accounts,13.7,
Pacific Bluefin Tuna,2012,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2013,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Pacific Bluefin Tuna,2013,Catch,Tonnes,Actual,Environmental Accounts,24.4,
Pacific Bluefin Tuna,2013,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2014,Asset value,Dollars,Millions,Environmental Accounts,1.5,
Pacific Bluefin Tuna,2014,Catch,Tonnes,Actual,Environmental Accounts,12.1,
Pacific Bluefin Tuna,2014,TACC,Tonnes,Actual,Environmental Accounts,116,
Pacific Bluefin Tuna,2015,Asset value,Dollars,Millions,Environmental Accounts,,
Pacific Bluefin Tuna,2015,Catch,Tonnes,Actual,Environmental Accounts,16.5,
Pacific Bluefin Tuna,2015,TACC,Tonnes,Actual,Environmental Accounts,116,
